Index,time,v_c,v_din,v_q
0,0.0,1.8,0.0,0.8628725
1,1e-14,1.8,0.00036,0.8628725
2,2e-14,1.8,0.00072,0.8628725
3,4e-14,1.8,0.00144,0.8628725
4,8e-14,1.8,0.00288,0.8628725
5,1.6e-13,1.8,0.00576,0.8628725
6,3.2e-13,1.8,0.01152,0.8628725
7,6.4e-13,1.8,0.02304,0.8628725
8,1.28e-12,1.8,0.04608,0.8628725
9,2.28e-12,1.8,0.08208,0.8628725
10,3.28e-12,1.8,0.11808,0.8628725
11,4.28e-12,1.8,0.15408,0.8628725
12,5.28e-12,1.8,0.19008,0.8628725
13,6.28e-12,1.8,0.22608,0.8628725
14,7.28e-12,1.8,0.26208,0.8628725
15,8.28e-12,1.8,0.29808,0.8628725
16,9.28e-12,1.8,0.33408,0.8628725
17,1.028e-11,1.8,0.37008,0.8628725
18,1.128e-11,1.8,0.40608,0.8628725
19,1.228e-11,1.8,0.44208,0.8628725
20,1.328e-11,1.8,0.47808,0.8628725
21,1.428e-11,1.8,0.51408,0.8628725
22,1.528e-11,1.8,0.55008,0.8628725
23,1.628e-11,1.8,0.58608,0.8628725
24,1.728e-11,1.8,0.62208,0.8628725
25,1.828e-11,1.8,0.65808,0.8628724
26,1.928e-11,1.8,0.69408,0.8628724
27,2.028e-11,1.8,0.73008,0.8628724
28,2.128e-11,1.8,0.76608,0.8628724
29,2.228e-11,1.8,0.80208,0.8628724
30,2.328e-11,1.8,0.83808,0.8628724
31,2.428e-11,1.8,0.87408,0.8628724
32,2.528e-11,1.8,0.91008,0.8628724
33,2.628e-11,1.8,0.94608,0.8628724
34,2.728e-11,1.8,0.98208,0.8628724
35,2.828e-11,1.8,1.01808,0.8628724
36,2.928e-11,1.8,1.05408,0.8628725
37,3.028e-11,1.8,1.09008,0.8628726
38,3.128e-11,1.8,1.12608,0.8628727
39,3.228e-11,1.8,1.16208,0.8628728
40,3.328e-11,1.8,1.19808,0.862873
41,3.428e-11,1.8,1.23408,0.8628733
42,3.528e-11,1.8,1.27008,0.8628736
43,3.628e-11,1.8,1.30608,0.862874
44,3.728e-11,1.8,1.34208,0.8628745
45,3.828e-11,1.8,1.37808,0.862875
46,3.928e-11,1.8,1.41408,0.8628757
47,4.028e-11,1.8,1.45008,0.8628766
48,4.128e-11,1.8,1.48608,0.8628776
49,4.228e-11,1.8,1.52208,0.8628787
50,4.328e-11,1.8,1.55808,0.86288
51,4.428e-11,1.8,1.59408,0.8628815
52,4.528e-11,1.8,1.63008,0.8628833
53,4.628e-11,1.8,1.66608,0.8628852
54,4.728e-11,1.8,1.70208,0.8628873
55,4.828e-11,1.8,1.73808,0.8628897
56,4.914e-11,1.8,1.76904,0.8628919
57,5e-11,1.8,1.8,0.8628943
58,5.01e-11,1.8,1.8,0.8628945
59,5.03e-11,1.8,1.8,0.8628951
60,5.07e-11,1.8,1.8,0.8628963
61,5.15e-11,1.8,1.8,0.8628988
62,5.25e-11,1.8,1.8,0.8629022
63,5.35e-11,1.8,1.8,0.8629057
64,5.45e-11,1.8,1.8,0.8629095
65,5.55e-11,1.8,1.8,0.8629136
66,5.65e-11,1.8,1.8,0.8629178
67,5.75e-11,1.8,1.8,0.8629223
68,5.85e-11,1.8,1.8,0.862927
69,5.95e-11,1.8,1.8,0.8629319
70,6.05e-11,1.8,1.8,0.862937
71,6.15e-11,1.8,1.8,0.8629423
72,6.25e-11,1.8,1.8,0.8629478
73,6.35e-11,1.8,1.8,0.8629535
74,6.45e-11,1.8,1.8,0.8629594
75,6.55e-11,1.8,1.8,0.8629654
76,6.65e-11,1.8,1.8,0.8629716
77,6.75e-11,1.8,1.8,0.862978
78,6.85e-11,1.8,1.8,0.8629845
79,6.95e-11,1.8,1.8,0.8629911
80,7.05e-11,1.8,1.8,0.8629979
81,7.15e-11,1.8,1.8,0.8630049
82,7.25e-11,1.8,1.8,0.8630119
83,7.35e-11,1.8,1.8,0.8630191
84,7.45e-11,1.8,1.8,0.8630264
85,7.55e-11,1.8,1.8,0.8630338
86,7.65e-11,1.8,1.8,0.8630413
87,7.75e-11,1.8,1.8,0.8630489
88,7.85e-11,1.8,1.8,0.8630566
89,7.95e-11,1.8,1.8,0.8630644
90,8.05e-11,1.8,1.8,0.8630722
91,8.15e-11,1.8,1.8,0.8630801
92,8.25e-11,1.8,1.8,0.8630881
93,8.35e-11,1.8,1.8,0.8630961
94,8.45e-11,1.8,1.8,0.8631041
95,8.55e-11,1.8,1.8,0.8631123
96,8.65e-11,1.8,1.8,0.8631204
97,8.75e-11,1.8,1.8,0.8631286
98,8.85e-11,1.8,1.8,0.8631368
99,8.95e-11,1.8,1.8,0.8631451
100,9.05e-11,1.8,1.8,0.8631533
101,9.15e-11,1.8,1.8,0.8631616
102,9.25e-11,1.8,1.8,0.8631699
103,9.35e-11,1.8,1.8,0.8631781
104,9.45e-11,1.8,1.8,0.8631864
105,9.55e-11,1.8,1.8,0.8631947
106,9.65e-11,1.8,1.8,0.8632029
107,9.75e-11,1.8,1.8,0.8632112
108,9.85e-11,1.8,1.8,0.8632194
109,9.95e-11,1.8,1.8,0.8632276
110,1.005e-10,1.8,1.8,0.8632358
111,1.015e-10,1.8,1.8,0.863244
112,1.025e-10,1.8,1.8,0.8632521
113,1.035e-10,1.8,1.8,0.8632601
114,1.045e-10,1.8,1.8,0.8632682
115,1.055e-10,1.8,1.8,0.8632761
116,1.065e-10,1.8,1.8,0.8632841
117,1.075e-10,1.8,1.8,0.863292
118,1.085e-10,1.8,1.8,0.8632998
119,1.095e-10,1.8,1.8,0.8633076
120,1.105e-10,1.8,1.8,0.8633153
121,1.115e-10,1.8,1.8,0.863323
122,1.125e-10,1.8,1.8,0.8633306
123,1.135e-10,1.8,1.8,0.8633381
124,1.145e-10,1.8,1.8,0.8633456
125,1.155e-10,1.8,1.8,0.8633529
126,1.165e-10,1.8,1.8,0.8633603
127,1.175e-10,1.8,1.8,0.8633675
128,1.185e-10,1.8,1.8,0.8633747
129,1.195e-10,1.8,1.8,0.8633818
130,1.205e-10,1.8,1.8,0.8633888
131,1.215e-10,1.8,1.8,0.8633958
132,1.225e-10,1.8,1.8,0.8634027
133,1.235e-10,1.8,1.8,0.8634095
134,1.245e-10,1.8,1.8,0.8634162
135,1.255e-10,1.8,1.8,0.8634228
136,1.265e-10,1.8,1.8,0.8634293
137,1.275e-10,1.8,1.8,0.8634358
138,1.285e-10,1.8,1.8,0.8634421
139,1.295e-10,1.8,1.8,0.8634484
140,1.305e-10,1.8,1.8,0.8634546
141,1.315e-10,1.8,1.8,0.8634607
142,1.325e-10,1.8,1.8,0.8634667
143,1.335e-10,1.8,1.8,0.8634726
144,1.345e-10,1.8,1.8,0.8634785
145,1.355e-10,1.8,1.8,0.8634842
146,1.365e-10,1.8,1.8,0.8634899
147,1.375e-10,1.8,1.8,0.8634954
148,1.385e-10,1.8,1.8,0.8635009
149,1.395e-10,1.8,1.8,0.8635062
150,1.405e-10,1.8,1.8,0.8635115
151,1.415e-10,1.8,1.8,0.8635167
152,1.425e-10,1.8,1.8,0.8635217
153,1.435e-10,1.8,1.8,0.8635267
154,1.445e-10,1.8,1.8,0.8635316
155,1.455e-10,1.8,1.8,0.8635364
156,1.465e-10,1.8,1.8,0.8635411
157,1.475e-10,1.8,1.8,0.8635457
158,1.485e-10,1.8,1.8,0.8635502
159,1.495e-10,1.8,1.8,0.8635545
160,1.505e-10,1.8,1.8,0.8635588
161,1.515e-10,1.8,1.8,0.863563
162,1.525e-10,1.8,1.8,0.8635671
163,1.535e-10,1.8,1.8,0.8635711
164,1.545e-10,1.8,1.8,0.863575
165,1.555e-10,1.8,1.8,0.8635788
166,1.565e-10,1.8,1.8,0.8635825
167,1.575e-10,1.8,1.8,0.8635861
168,1.585e-10,1.8,1.8,0.8635896
169,1.595e-10,1.8,1.8,0.8635929
170,1.605e-10,1.8,1.8,0.8635962
171,1.615e-10,1.8,1.8,0.8635994
172,1.625e-10,1.8,1.8,0.8636025
173,1.635e-10,1.8,1.8,0.8636054
174,1.645e-10,1.8,1.8,0.8636083
175,1.655e-10,1.8,1.8,0.863611
176,1.665e-10,1.8,1.8,0.8636136
177,1.675e-10,1.8,1.8,0.8636161
178,1.685e-10,1.8,1.8,0.8636186
179,1.695e-10,1.8,1.8,0.8636209
180,1.705e-10,1.8,1.8,0.863623
181,1.715e-10,1.8,1.8,0.8636251
182,1.725e-10,1.8,1.8,0.8636271
183,1.735e-10,1.8,1.8,0.8636289
184,1.745e-10,1.8,1.8,0.8636306
185,1.755e-10,1.8,1.8,0.8636322
186,1.765e-10,1.8,1.8,0.8636337
187,1.775e-10,1.8,1.8,0.8636351
188,1.785e-10,1.8,1.8,0.8636363
189,1.795e-10,1.8,1.8,0.8636375
190,1.805e-10,1.8,1.8,0.8636385
191,1.815e-10,1.8,1.8,0.8636393
192,1.825e-10,1.8,1.8,0.8636401
193,1.835e-10,1.8,1.8,0.8636407
194,1.845e-10,1.8,1.8,0.8636412
195,1.855e-10,1.8,1.8,0.8636416
196,1.865e-10,1.8,1.8,0.8636418
197,1.875e-10,1.8,1.8,0.8636419
198,1.885e-10,1.8,1.8,0.8636419
199,1.895e-10,1.8,1.8,0.8636417
200,1.905e-10,1.8,1.8,0.8636414
201,1.915e-10,1.8,1.8,0.863641
202,1.925e-10,1.8,1.8,0.8636404
203,1.935e-10,1.8,1.8,0.8636396
204,1.945e-10,1.8,1.8,0.8636388
205,1.955e-10,1.8,1.8,0.8636378
206,1.965e-10,1.8,1.8,0.8636366
207,1.975e-10,1.8,1.8,0.8636353
208,1.985e-10,1.8,1.8,0.8636338
209,1.995e-10,1.8,1.8,0.8636322
210,2.005e-10,1.8,1.8,0.8636305
211,2.015e-10,1.8,1.8,0.8636285
212,2.025e-10,1.8,1.8,0.8636265
213,2.035e-10,1.8,1.8,0.8636242
214,2.045e-10,1.8,1.8,0.8636219
215,2.055e-10,1.8,1.8,0.8636193
216,2.065e-10,1.8,1.8,0.8636166
217,2.075e-10,1.8,1.8,0.8636137
218,2.085e-10,1.8,1.8,0.8636106
219,2.095e-10,1.8,1.8,0.8636074
220,2.105e-10,1.8,1.8,0.863604
221,2.115e-10,1.8,1.8,0.8636005
222,2.125e-10,1.8,1.8,0.8635967
223,2.135e-10,1.8,1.8,0.8635928
224,2.145e-10,1.8,1.8,0.8635887
225,2.155e-10,1.8,1.8,0.8635844
226,2.165e-10,1.8,1.8,0.86358
227,2.175e-10,1.8,1.8,0.8635753
228,2.185e-10,1.8,1.8,0.8635705
229,2.195e-10,1.8,1.8,0.8635654
230,2.205e-10,1.8,1.8,0.8635602
231,2.215e-10,1.8,1.8,0.8635548
232,2.225e-10,1.8,1.8,0.8635492
233,2.235e-10,1.8,1.8,0.8635434
234,2.245e-10,1.8,1.8,0.8635373
235,2.255e-10,1.8,1.8,0.8635311
236,2.265e-10,1.8,1.8,0.8635247
237,2.275e-10,1.8,1.8,0.863518
238,2.285e-10,1.8,1.8,0.8635112
239,2.295e-10,1.8,1.8,0.8635041
240,2.305e-10,1.8,1.8,0.8634968
241,2.315e-10,1.8,1.8,0.8634893
242,2.325e-10,1.8,1.8,0.8634815
243,2.335e-10,1.8,1.8,0.8634736
244,2.345e-10,1.8,1.8,0.8634654
245,2.355e-10,1.8,1.8,0.8634569
246,2.365e-10,1.8,1.8,0.8634483
247,2.375e-10,1.8,1.8,0.8634394
248,2.385e-10,1.8,1.8,0.8634302
249,2.395e-10,1.8,1.8,0.8634208
250,2.405e-10,1.8,1.8,0.8634112
251,2.415e-10,1.8,1.8,0.8634013
252,2.425e-10,1.8,1.8,0.8633912
253,2.435e-10,1.8,1.8,0.8633808
254,2.445e-10,1.8,1.8,0.8633701
255,2.455e-10,1.8,1.8,0.8633592
256,2.465e-10,1.8,1.8,0.863348
257,2.475e-10,1.8,1.8,0.8633366
258,2.485e-10,1.8,1.8,0.8633248
259,2.495e-10,1.8,1.8,0.8633128
260,2.505e-10,1.8,1.8,0.8633005
261,2.515e-10,1.8,1.8,0.863288
262,2.525e-10,1.8,1.8,0.8632751
263,2.535e-10,1.8,1.8,0.863262
264,2.545e-10,1.8,1.8,0.8632485
265,2.555e-10,1.8,1.8,0.8632348
266,2.565e-10,1.8,1.8,0.8632207
267,2.575e-10,1.8,1.8,0.8632064
268,2.585e-10,1.8,1.8,0.8631917
269,2.595e-10,1.8,1.8,0.8631767
270,2.605e-10,1.8,1.8,0.8631614
271,2.615e-10,1.8,1.8,0.8631458
272,2.625e-10,1.8,1.8,0.8631298
273,2.635e-10,1.8,1.8,0.8631135
274,2.645e-10,1.8,1.8,0.8630969
275,2.655e-10,1.8,1.8,0.86308
276,2.665e-10,1.8,1.8,0.8630626
277,2.675e-10,1.8,1.8,0.863045
278,2.685e-10,1.8,1.8,0.863027
279,2.695e-10,1.8,1.8,0.8630086
280,2.705e-10,1.8,1.8,0.8629899
281,2.715e-10,1.8,1.8,0.8629708
282,2.725e-10,1.8,1.8,0.8629513
283,2.735e-10,1.8,1.8,0.8629314
284,2.745e-10,1.8,1.8,0.8629112
285,2.755e-10,1.8,1.8,0.8628905
286,2.765e-10,1.8,1.8,0.8628695
287,2.775e-10,1.8,1.8,0.8628481
288,2.785e-10,1.8,1.8,0.8628263
289,2.795e-10,1.8,1.8,0.862804
290,2.805e-10,1.8,1.8,0.8627814
291,2.815e-10,1.8,1.8,0.8627583
292,2.825e-10,1.8,1.8,0.8627348
293,2.835e-10,1.8,1.8,0.8627109
294,2.845e-10,1.8,1.8,0.8626865
295,2.855e-10,1.8,1.8,0.8626617
296,2.865e-10,1.8,1.8,0.8626364
297,2.875e-10,1.8,1.8,0.8626107
298,2.885e-10,1.8,1.8,0.8625845
299,2.895e-10,1.8,1.8,0.8625578
300,2.905e-10,1.8,1.8,0.8625307
301,2.915e-10,1.8,1.8,0.8625031
302,2.925e-10,1.8,1.8,0.862475
303,2.935e-10,1.8,1.8,0.8624464
304,2.945e-10,1.8,1.8,0.8624173
305,2.955e-10,1.8,1.8,0.8623876
306,2.965e-10,1.8,1.8,0.8623575
307,2.975e-10,1.8,1.8,0.8623269
308,2.985e-10,1.8,1.8,0.8622957
309,2.995e-10,1.8,1.8,0.862264
310,3.005e-10,1.8,1.8,0.8622317
311,3.015e-10,1.8,1.8,0.8621989
312,3.025e-10,1.8,1.8,0.8621655
313,3.035e-10,1.8,1.8,0.8621315
314,3.045e-10,1.8,1.8,0.862097
315,3.055e-10,1.8,1.8,0.8620619
316,3.065e-10,1.8,1.8,0.8620262
317,3.075e-10,1.8,1.8,0.8619899
318,3.085e-10,1.8,1.8,0.861953
319,3.095e-10,1.8,1.8,0.8619155
320,3.105e-10,1.8,1.8,0.8618773
321,3.115e-10,1.8,1.8,0.8618386
322,3.125e-10,1.8,1.8,0.8617991
323,3.135e-10,1.8,1.8,0.8617591
324,3.145e-10,1.8,1.8,0.8617183
325,3.155e-10,1.8,1.8,0.8616769
326,3.165e-10,1.8,1.8,0.8616348
327,3.175e-10,1.8,1.8,0.861592
328,3.185e-10,1.8,1.8,0.8615486
329,3.195e-10,1.8,1.8,0.8615044
330,3.205e-10,1.8,1.8,0.8614595
331,3.215e-10,1.8,1.8,0.8614138
332,3.225e-10,1.8,1.8,0.8613674
333,3.235e-10,1.8,1.8,0.8613203
334,3.245e-10,1.8,1.8,0.8612724
335,3.255e-10,1.8,1.8,0.8612238
336,3.265e-10,1.8,1.8,0.8611743
337,3.275e-10,1.8,1.8,0.8611241
338,3.285e-10,1.8,1.8,0.8610731
339,3.295e-10,1.8,1.8,0.8610212
340,3.305e-10,1.8,1.8,0.8609685
341,3.315e-10,1.8,1.8,0.860915
342,3.325e-10,1.8,1.8,0.8608606
343,3.335e-10,1.8,1.8,0.8608054
344,3.345e-10,1.8,1.8,0.8607493
345,3.355e-10,1.8,1.8,0.8606923
346,3.365e-10,1.8,1.8,0.8606344
347,3.375e-10,1.8,1.8,0.8605756
348,3.385e-10,1.8,1.8,0.8605159
349,3.395e-10,1.8,1.8,0.8604552
350,3.405e-10,1.8,1.8,0.8603936
351,3.415e-10,1.8,1.8,0.860331
352,3.425e-10,1.8,1.8,0.8602674
353,3.435e-10,1.8,1.8,0.8602028
354,3.445e-10,1.8,1.8,0.8601372
355,3.455e-10,1.8,1.8,0.8600706
356,3.465e-10,1.8,1.8,0.860003
357,3.475e-10,1.8,1.8,0.8599343
358,3.485e-10,1.8,1.8,0.8598645
359,3.495e-10,1.8,1.8,0.8597937
360,3.505e-10,1.8,1.8,0.8597217
361,3.515e-10,1.8,1.8,0.8596486
362,3.525e-10,1.8,1.8,0.8595744
363,3.535e-10,1.8,1.8,0.8594991
364,3.545e-10,1.8,1.8,0.8594226
365,3.555e-10,1.8,1.8,0.8593449
366,3.565e-10,1.8,1.8,0.859266
367,3.575e-10,1.8,1.8,0.8591859
368,3.585e-10,1.8,1.8,0.8591046
369,3.595e-10,1.8,1.8,0.859022
370,3.605e-10,1.8,1.8,0.8589381
371,3.615e-10,1.8,1.8,0.858853
372,3.625e-10,1.8,1.8,0.8587665
373,3.635e-10,1.8,1.8,0.8586787
374,3.645e-10,1.8,1.8,0.8585896
375,3.655e-10,1.8,1.8,0.8584991
376,3.665e-10,1.8,1.8,0.8584072
377,3.675e-10,1.8,1.8,0.858314
378,3.685e-10,1.8,1.8,0.8582192
379,3.695e-10,1.8,1.8,0.8581231
380,3.705e-10,1.8,1.8,0.8580255
381,3.715e-10,1.8,1.8,0.8579264
382,3.725e-10,1.8,1.8,0.8578257
383,3.735e-10,1.8,1.8,0.8577236
384,3.745e-10,1.8,1.8,0.8576199
385,3.755e-10,1.8,1.8,0.8575146
386,3.765e-10,1.8,1.8,0.8574077
387,3.775e-10,1.8,1.8,0.8572992
388,3.785e-10,1.8,1.8,0.857189
389,3.795e-10,1.8,1.8,0.8570771
390,3.805e-10,1.8,1.8,0.8569636
391,3.815e-10,1.8,1.8,0.8568483
392,3.825e-10,1.8,1.8,0.8567313
393,3.835e-10,1.8,1.8,0.8566125
394,3.845e-10,1.8,1.8,0.8564919
395,3.855e-10,1.8,1.8,0.8563695
396,3.865e-10,1.8,1.8,0.8562452
397,3.875e-10,1.8,1.8,0.856119
398,3.885e-10,1.8,1.8,0.855991
399,3.895e-10,1.8,1.8,0.8558609
400,3.905e-10,1.8,1.8,0.8557289
401,3.915e-10,1.8,1.8,0.855595
402,3.925e-10,1.8,1.8,0.8554589
403,3.935e-10,1.8,1.8,0.8553209
404,3.945e-10,1.8,1.8,0.8551807
405,3.955e-10,1.8,1.8,0.8550384
406,3.965e-10,1.8,1.8,0.854894
407,3.975e-10,1.8,1.8,0.8547473
408,3.985e-10,1.8,1.8,0.8545985
409,3.995e-10,1.8,1.8,0.8544474
410,4.005e-10,1.8,1.8,0.854294
411,4.015e-10,1.8,1.8,0.8541383
412,4.025e-10,1.8,1.8,0.8539802
413,4.035e-10,1.8,1.8,0.8538198
414,4.045e-10,1.8,1.8,0.8536569
415,4.055e-10,1.8,1.8,0.8534916
416,4.065e-10,1.8,1.8,0.8533237
417,4.075e-10,1.8,1.8,0.8531533
418,4.085e-10,1.8,1.8,0.8529804
419,4.095e-10,1.8,1.8,0.8528048
420,4.105e-10,1.8,1.8,0.8526265
421,4.115e-10,1.8,1.8,0.8524456
422,4.125e-10,1.8,1.8,0.8522619
423,4.135e-10,1.8,1.8,0.8520755
424,4.145e-10,1.8,1.8,0.8518862
425,4.155e-10,1.8,1.8,0.851694
426,4.165e-10,1.8,1.8,0.851499
427,4.175e-10,1.8,1.8,0.8513009
428,4.185e-10,1.8,1.8,0.8510999
429,4.195e-10,1.8,1.8,0.8508958
430,4.205e-10,1.8,1.8,0.8506887
431,4.215e-10,1.8,1.8,0.8504783
432,4.225e-10,1.8,1.8,0.8502648
433,4.235e-10,1.8,1.8,0.8500481
434,4.245e-10,1.8,1.8,0.849828
435,4.255e-10,1.8,1.8,0.8496046
436,4.265e-10,1.8,1.8,0.8493778
437,4.275e-10,1.8,1.8,0.8491476
438,4.285e-10,1.8,1.8,0.8489139
439,4.295e-10,1.8,1.8,0.8486766
440,4.305e-10,1.8,1.8,0.8484357
441,4.315e-10,1.8,1.8,0.8481911
442,4.325e-10,1.8,1.8,0.8479427
443,4.335e-10,1.8,1.8,0.8476906
444,4.345e-10,1.8,1.8,0.8474347
445,4.355e-10,1.8,1.8,0.8471748
446,4.365e-10,1.8,1.8,0.846911
447,4.375e-10,1.8,1.8,0.8466431
448,4.385e-10,1.8,1.8,0.8463711
449,4.395e-10,1.8,1.8,0.846095
450,4.405e-10,1.8,1.8,0.8458146
451,4.415e-10,1.8,1.8,0.8455299
452,4.425e-10,1.8,1.8,0.8452409
453,4.435e-10,1.8,1.8,0.8449474
454,4.445e-10,1.8,1.8,0.8446494
455,4.455e-10,1.8,1.8,0.8443468
456,4.465e-10,1.8,1.8,0.8440396
457,4.475e-10,1.8,1.8,0.8437276
458,4.485e-10,1.8,1.8,0.8434108
459,4.495e-10,1.8,1.8,0.8430891
460,4.505e-10,1.8,1.8,0.8427625
461,4.515e-10,1.8,1.8,0.8424308
462,4.525e-10,1.8,1.8,0.8420939
463,4.535e-10,1.8,1.8,0.8417519
464,4.545e-10,1.8,1.8,0.8414045
465,4.555e-10,1.8,1.8,0.8410518
466,4.565e-10,1.8,1.8,0.8406935
467,4.575e-10,1.8,1.8,0.8403297
468,4.585e-10,1.8,1.8,0.8399602
469,4.595e-10,1.8,1.8,0.8395849
470,4.605e-10,1.8,1.8,0.8392038
471,4.615e-10,1.8,1.8,0.8388167
472,4.625e-10,1.8,1.8,0.8384236
473,4.635e-10,1.8,1.8,0.8380243
474,4.645e-10,1.8,1.8,0.8376187
475,4.655e-10,1.8,1.8,0.8372068
476,4.665e-10,1.8,1.8,0.8367883
477,4.675e-10,1.8,1.8,0.8363633
478,4.685e-10,1.8,1.8,0.8359315
479,4.695e-10,1.8,1.8,0.835493
480,4.705e-10,1.8,1.8,0.8350474
481,4.715e-10,1.8,1.8,0.8345948
482,4.725e-10,1.8,1.8,0.8341351
483,4.735e-10,1.8,1.8,0.833668
484,4.745e-10,1.8,1.8,0.8331934
485,4.755e-10,1.8,1.8,0.8327113
486,4.765e-10,1.8,1.8,0.8322215
487,4.775e-10,1.8,1.8,0.8317238
488,4.785e-10,1.8,1.8,0.8312181
489,4.795e-10,1.8,1.8,0.8307044
490,4.805e-10,1.8,1.8,0.8301823
491,4.815e-10,1.8,1.8,0.8296518
492,4.825e-10,1.8,1.8,0.8291127
493,4.835e-10,1.8,1.8,0.8285649
494,4.845e-10,1.8,1.8,0.8280082
495,4.855e-10,1.8,1.8,0.8274424
496,4.865e-10,1.8,1.8,0.8268674
497,4.875e-10,1.8,1.8,0.826283
498,4.885e-10,1.8,1.8,0.825689
499,4.895e-10,1.8,1.8,0.8250853
500,4.905e-10,1.8,1.8,0.8244716
501,4.915e-10,1.8,1.8,0.8238478
502,4.925e-10,1.8,1.8,0.8232137
503,4.935e-10,1.8,1.8,0.8225691
504,4.945e-10,1.8,1.8,0.8219138
505,4.955e-10,1.8,1.8,0.8212475
506,4.965e-10,1.8,1.8,0.8205702
507,4.975e-10,1.8,1.8,0.8198814
508,4.985e-10,1.8,1.8,0.8191812
509,4.995e-10,1.8,1.8,0.8184691
510,5.005e-10,1.8,1.8,0.817745
511,5.015e-10,1.8,1.8,0.8170086
512,5.025e-10,1.8,1.8,0.8162597
513,5.035e-10,1.8,1.8,0.8154981
514,5.045e-10,1.8,1.8,0.8147234
515,5.055e-10,1.8,1.8,0.8139355
516,5.065e-10,1.8,1.8,0.813134
517,5.075e-10,1.8,1.8,0.8123187
518,5.085e-10,1.8,1.8,0.8114893
519,5.095e-10,1.8,1.8,0.8106455
520,5.105e-10,1.8,1.8,0.809787
521,5.115e-10,1.8,1.8,0.8089134
522,5.125e-10,1.8,1.8,0.8080246
523,5.135e-10,1.8,1.8,0.8071201
524,5.145e-10,1.8,1.8,0.8061996
525,5.155e-10,1.8,1.8,0.8052629
526,5.165e-10,1.8,1.8,0.8043094
527,5.175e-10,1.8,1.8,0.8033389
528,5.185e-10,1.8,1.8,0.802351
529,5.195e-10,1.8,1.8,0.8013454
530,5.205e-10,1.8,1.8,0.8003216
531,5.215e-10,1.8,1.8,0.7992792
532,5.225e-10,1.8,1.8,0.7982178
533,5.235e-10,1.8,1.8,0.7971371
534,5.245e-10,1.8,1.8,0.7960365
535,5.255e-10,1.8,1.8,0.7949156
536,5.265e-10,1.8,1.8,0.7937741
537,5.275e-10,1.8,1.8,0.7926113
538,5.285e-10,1.8,1.8,0.7914268
539,5.295e-10,1.8,1.8,0.7902202
540,5.305e-10,1.8,1.8,0.788991
541,5.315e-10,1.8,1.8,0.7877385
542,5.325e-10,1.8,1.8,0.7864624
543,5.335e-10,1.8,1.8,0.785162
544,5.345e-10,1.8,1.8,0.7838368
545,5.355e-10,1.8,1.8,0.7824862
546,5.365e-10,1.8,1.8,0.7811098
547,5.375e-10,1.8,1.8,0.7797068
548,5.385e-10,1.8,1.8,0.7782767
549,5.395e-10,1.8,1.8,0.776819
550,5.405e-10,1.8,1.8,0.775333
551,5.415e-10,1.8,1.8,0.773818
552,5.425e-10,1.8,1.8,0.7722737
553,5.435e-10,1.8,1.8,0.7706992
554,5.445e-10,1.8,1.8,0.7690941
555,5.455e-10,1.8,1.8,0.7674578
556,5.465e-10,1.8,1.8,0.7657897
557,5.475e-10,1.8,1.8,0.7640893
558,5.485e-10,1.8,1.8,0.7623562
559,5.495e-10,1.8,1.8,0.7605898
560,5.505e-10,1.8,1.8,0.7587899
561,5.515e-10,1.8,1.8,0.756956
562,5.525e-10,1.8,1.8,0.7550879
563,5.535e-10,1.8,1.8,0.7531855
564,5.545e-10,1.8,1.8,0.7512485
565,5.555e-10,1.8,1.8,0.7492769
566,5.565e-10,1.8,1.8,0.7472707
567,5.575e-10,1.8,1.8,0.7452299
568,5.585e-10,1.8,1.8,0.7431545
569,5.595e-10,1.8,1.8,0.7410443
570,5.605e-10,1.8,1.8,0.7388992
571,5.615e-10,1.8,1.8,0.7367187
572,5.625e-10,1.8,1.8,0.7345021
573,5.635e-10,1.8,1.8,0.7322484
574,5.645e-10,1.8,1.8,0.729956
575,5.655e-10,1.8,1.8,0.727623
576,5.665e-10,1.8,1.8,0.7252469
577,5.675e-10,1.8,1.8,0.722825
578,5.685e-10,1.8,1.8,0.7203537
579,5.695e-10,1.8,1.8,0.7178296
580,5.705e-10,1.8,1.8,0.7152486
581,5.715e-10,1.8,1.8,0.7126065
582,5.725e-10,1.8,1.8,0.7098991
583,5.735e-10,1.8,1.8,0.707122
584,5.745e-10,1.8,1.8,0.7042708
585,5.755e-10,1.8,1.8,0.7013412
586,5.765e-10,1.8,1.8,0.6983287
587,5.775e-10,1.8,1.8,0.6952291
588,5.785e-10,1.8,1.8,0.6920382
589,5.795e-10,1.8,1.8,0.6887519
590,5.805e-10,1.8,1.8,0.685366
591,5.815e-10,1.8,1.8,0.6818767
592,5.825e-10,1.8,1.8,0.6782799
593,5.835e-10,1.8,1.8,0.6745718
594,5.845e-10,1.8,1.8,0.6707484
595,5.855e-10,1.8,1.8,0.6668062
596,5.865e-10,1.8,1.8,0.6627411
597,5.875e-10,1.8,1.8,0.6585496
598,5.885e-10,1.8,1.8,0.654228
599,5.895e-10,1.8,1.8,0.6497724
600,5.905e-10,1.8,1.8,0.6451794
601,5.915e-10,1.8,1.8,0.6404453
602,5.925e-10,1.8,1.8,0.6355665
603,5.935e-10,1.8,1.8,0.6305394
604,5.945e-10,1.8,1.8,0.6253606
605,5.955e-10,1.8,1.8,0.6200265
606,5.965e-10,1.8,1.8,0.6145338
607,5.975e-10,1.8,1.8,0.6088791
608,5.985e-10,1.8,1.8,0.6030591
