Index,time,v_c,v_din,v_q
5593,5.5715e-09,1.8,1.8,1.799999
5594,5.5725e-09,1.8,1.8,1.799998
5595,5.5735e-09,1.8,1.8,1.799999
5596,5.5745e-09,1.8,1.8,1.799998
5597,5.5755e-09,1.8,1.8,1.799999
5598,5.5765e-09,1.8,1.8,1.799998
5599,5.5775e-09,1.8,1.8,1.799999
5600,5.5785e-09,1.8,1.8,1.799998
5601,5.5795e-09,1.8,1.8,1.799999
5602,5.5805e-09,1.8,1.8,1.799998
5603,5.5815e-09,1.8,1.8,1.799999
5604,5.5825e-09,1.8,1.8,1.799998
5605,5.5835e-09,1.8,1.8,1.799999
5606,5.5845e-09,1.8,1.8,1.799998
5607,5.5855e-09,1.8,1.8,1.799999
5608,5.5865e-09,1.8,1.8,1.799998
5609,5.5875e-09,1.8,1.8,1.799999
5610,5.5885e-09,1.8,1.8,1.799998
5611,5.5895e-09,1.8,1.8,1.799999
5612,5.5905e-09,1.8,1.8,1.799998
5613,5.5915e-09,1.8,1.8,1.799999
5614,5.5925e-09,1.8,1.8,1.799998
5615,5.5935e-09,1.8,1.8,1.799999
5616,5.5945e-09,1.8,1.8,1.799998
5617,5.5955e-09,1.8,1.8,1.799999
5618,5.5965e-09,1.8,1.8,1.799998
5619,5.5975e-09,1.8,1.8,1.799999
5620,5.5985e-09,1.8,1.8,1.799998
5621,5.5995e-09,1.8,1.8,1.799999
5622,5.6005e-09,1.8,1.8,1.799998
5623,5.6015e-09,1.8,1.8,1.799999
5624,5.6025e-09,1.8,1.8,1.799998
5625,5.6035e-09,1.8,1.8,1.799999
5626,5.6045e-09,1.8,1.8,1.799998
5627,5.6055e-09,1.8,1.8,1.799999
5628,5.6065e-09,1.8,1.8,1.799998
5629,5.6075e-09,1.8,1.8,1.799999
5630,5.6085e-09,1.8,1.8,1.799998
5631,5.6095e-09,1.8,1.8,1.799999
5632,5.6105e-09,1.8,1.8,1.799998
5633,5.6115e-09,1.8,1.8,1.799999
5634,5.6125e-09,1.8,1.8,1.799998
5635,5.6135e-09,1.8,1.8,1.799999
5636,5.6145e-09,1.8,1.8,1.799998
5637,5.6155e-09,1.8,1.8,1.799999
5638,5.6165e-09,1.8,1.8,1.799998
5639,5.6175e-09,1.8,1.8,1.799999
5640,5.6185e-09,1.8,1.8,1.799998
5641,5.6195e-09,1.8,1.8,1.799999
5642,5.6205e-09,1.8,1.8,1.799998
5643,5.6215e-09,1.8,1.8,1.799999
5644,5.6225e-09,1.8,1.8,1.799998
5645,5.6235e-09,1.8,1.8,1.799999
5646,5.6245e-09,1.8,1.8,1.799998
5647,5.6255e-09,1.8,1.8,1.799999
5648,5.6265e-09,1.8,1.8,1.799998
5649,5.6275e-09,1.8,1.8,1.799999
5650,5.6285e-09,1.8,1.8,1.799999
5651,5.6295e-09,1.8,1.8,1.799999
5652,5.6305e-09,1.8,1.8,1.799999
5653,5.6315e-09,1.8,1.8,1.799999
5654,5.6325e-09,1.8,1.8,1.799999
5655,5.6335e-09,1.8,1.8,1.799999
5656,5.6345e-09,1.8,1.8,1.799999
5657,5.6355e-09,1.8,1.8,1.799999
5658,5.6365e-09,1.8,1.8,1.799999
5659,5.6375e-09,1.8,1.8,1.799999
5660,5.6385e-09,1.8,1.8,1.799999
5661,5.6395e-09,1.8,1.8,1.799999
5662,5.6405e-09,1.8,1.8,1.799999
5663,5.6415e-09,1.8,1.8,1.8
5664,5.6425e-09,1.8,1.8,1.799999
5665,5.6435e-09,1.8,1.8,1.8
5666,5.6445e-09,1.8,1.8,1.799999
5667,5.6455e-09,1.8,1.8,1.8
5668,5.6465e-09,1.8,1.8,1.799999
5669,5.6475e-09,1.8,1.8,1.8
5670,5.6485e-09,1.8,1.8,1.799999
5671,5.6495e-09,1.8,1.8,1.8
5672,5.6505e-09,1.8,1.8,1.799999
5673,5.6515e-09,1.8,1.8,1.8
5674,5.6525e-09,1.8,1.8,1.799999
5675,5.6535e-09,1.8,1.8,1.8
5676,5.6545e-09,1.8,1.8,1.799999
5677,5.6555e-09,1.8,1.8,1.8
5678,5.6565e-09,1.8,1.8,1.799999
5679,5.6575e-09,1.8,1.8,1.8
5680,5.6585e-09,1.8,1.8,1.799999
5681,5.6595e-09,1.8,1.8,1.8
5682,5.6605e-09,1.8,1.8,1.799999
5683,5.6615e-09,1.8,1.8,1.8
5684,5.6625e-09,1.8,1.8,1.799999
5685,5.6635e-09,1.8,1.8,1.8
5686,5.6645e-09,1.8,1.8,1.799999
5687,5.6655e-09,1.8,1.8,1.8
5688,5.6665e-09,1.8,1.8,1.799999
5689,5.6675e-09,1.8,1.8,1.8
5690,5.6685e-09,1.8,1.8,1.799999
5691,5.6695e-09,1.8,1.8,1.8
5692,5.6705e-09,1.8,1.8,1.799999
5693,5.6715e-09,1.8,1.8,1.8
5694,5.6725e-09,1.8,1.8,1.799999
5695,5.6735e-09,1.8,1.8,1.8
5696,5.6745e-09,1.8,1.8,1.799999
5697,5.6755e-09,1.8,1.8,1.8
5698,5.6765e-09,1.8,1.8,1.799999
5699,5.6775e-09,1.8,1.8,1.8
5700,5.6785e-09,1.8,1.8,1.799999
5701,5.6795e-09,1.8,1.8,1.8
5702,5.6805e-09,1.8,1.8,1.799999
5703,5.6815e-09,1.8,1.8,1.8
5704,5.6825e-09,1.8,1.8,1.799999
5705,5.6835e-09,1.8,1.8,1.8
5706,5.6845e-09,1.8,1.8,1.799999
5707,5.6855e-09,1.8,1.8,1.8
5708,5.6865e-09,1.8,1.8,1.799999
5709,5.6875e-09,1.8,1.8,1.8
5710,5.6885e-09,1.8,1.8,1.799999
5711,5.6895e-09,1.8,1.8,1.8
5712,5.6905e-09,1.8,1.8,1.799999
5713,5.6915e-09,1.8,1.8,1.8
5714,5.6925e-09,1.8,1.8,1.799999
5715,5.6935e-09,1.8,1.8,1.8
5716,5.6945e-09,1.8,1.8,1.799999
5717,5.6955e-09,1.8,1.8,1.8
5718,5.6965e-09,1.8,1.8,1.799999
5719,5.6975e-09,1.8,1.8,1.8
5720,5.6985e-09,1.8,1.8,1.799999
5721,5.6995e-09,1.8,1.8,1.8
5722,5.7005e-09,1.8,1.8,1.799999
5723,5.7015e-09,1.8,1.8,1.8
5724,5.7025e-09,1.8,1.8,1.799999
5725,5.7035e-09,1.8,1.8,1.8
5726,5.7045e-09,1.8,1.8,1.799999
5727,5.7055e-09,1.8,1.8,1.8
5728,5.7065e-09,1.8,1.8,1.799999
5729,5.7075e-09,1.8,1.8,1.8
5730,5.7085e-09,1.8,1.8,1.799999
5731,5.7095e-09,1.8,1.8,1.8
5732,5.7105e-09,1.8,1.8,1.799999
5733,5.7115e-09,1.8,1.8,1.8
5734,5.7125e-09,1.8,1.8,1.799999
5735,5.7135e-09,1.8,1.8,1.8
5736,5.7145e-09,1.8,1.8,1.799999
5737,5.7155e-09,1.8,1.8,1.8
5738,5.7165e-09,1.8,1.8,1.799999
5739,5.7175e-09,1.8,1.8,1.8
5740,5.7185e-09,1.8,1.8,1.799999
5741,5.7195e-09,1.8,1.8,1.8
5742,5.7205e-09,1.8,1.8,1.799999
5743,5.7215e-09,1.8,1.8,1.8
5744,5.7225e-09,1.8,1.8,1.799999
5745,5.7235e-09,1.8,1.8,1.8
5746,5.7245e-09,1.8,1.8,1.799999
5747,5.7255e-09,1.8,1.8,1.8
5748,5.7265e-09,1.8,1.8,1.799999
5749,5.7275e-09,1.8,1.8,1.8
5750,5.7285e-09,1.8,1.8,1.799999
5751,5.7295e-09,1.8,1.8,1.8
5752,5.7305e-09,1.8,1.8,1.799999
5753,5.7315e-09,1.8,1.8,1.8
5754,5.7325e-09,1.8,1.8,1.799999
5755,5.7335e-09,1.8,1.8,1.8
5756,5.7345e-09,1.8,1.8,1.799999
5757,5.7355e-09,1.8,1.8,1.8
5758,5.7365e-09,1.8,1.8,1.799999
5759,5.7375e-09,1.8,1.8,1.8
5760,5.7385e-09,1.8,1.8,1.799999
5761,5.7395e-09,1.8,1.8,1.8
5762,5.7405e-09,1.8,1.8,1.799999
5763,5.7415e-09,1.8,1.8,1.8
5764,5.7425e-09,1.8,1.8,1.799999
5765,5.7435e-09,1.8,1.8,1.8
5766,5.7445e-09,1.8,1.8,1.799999
5767,5.7455e-09,1.8,1.8,1.8
5768,5.7465e-09,1.8,1.8,1.799999
5769,5.7475e-09,1.8,1.8,1.8
5770,5.7485e-09,1.8,1.8,1.799999
5771,5.7495e-09,1.8,1.8,1.8
5772,5.7505e-09,1.8,1.8,1.799999
5773,5.7515e-09,1.8,1.8,1.8
5774,5.7525e-09,1.8,1.8,1.799999
5775,5.7535e-09,1.8,1.8,1.8
5776,5.7545e-09,1.8,1.8,1.799999
5777,5.7555e-09,1.8,1.8,1.8
5778,5.7565e-09,1.8,1.8,1.799999
5779,5.7575e-09,1.8,1.8,1.8
5780,5.7585e-09,1.8,1.8,1.799999
5781,5.7595e-09,1.8,1.8,1.8
5782,5.7605e-09,1.8,1.8,1.799999
5783,5.7615e-09,1.8,1.8,1.8
5784,5.7625e-09,1.8,1.8,1.8
5785,5.7635e-09,1.8,1.8,1.8
5786,5.7645e-09,1.8,1.8,1.8
5787,5.7655e-09,1.8,1.8,1.8
5788,5.7665e-09,1.8,1.8,1.8
5789,5.7675e-09,1.8,1.8,1.8
5790,5.7685e-09,1.8,1.8,1.8
5791,5.7695e-09,1.8,1.8,1.8
5792,5.7705e-09,1.8,1.8,1.8
5793,5.7715e-09,1.8,1.8,1.8
5794,5.7725e-09,1.8,1.8,1.8
5795,5.7735e-09,1.8,1.8,1.8
5796,5.7745e-09,1.8,1.8,1.8
5797,5.7755e-09,1.8,1.8,1.8
5798,5.7765e-09,1.8,1.8,1.8
5799,5.7775e-09,1.8,1.8,1.8
5800,5.7785e-09,1.8,1.8,1.8
5801,5.7795e-09,1.8,1.8,1.8
5802,5.7805e-09,1.8,1.8,1.8
5803,5.7815e-09,1.8,1.8,1.8
5804,5.7825e-09,1.8,1.8,1.8
5805,5.7835e-09,1.8,1.8,1.8
5806,5.7845e-09,1.8,1.8,1.8
5807,5.7855e-09,1.8,1.8,1.8
5808,5.7865e-09,1.8,1.8,1.8
5809,5.7875e-09,1.8,1.8,1.8
5810,5.7885e-09,1.8,1.8,1.8
5811,5.7895e-09,1.8,1.8,1.8
5812,5.7905e-09,1.8,1.8,1.8
5813,5.7915e-09,1.8,1.8,1.8
5814,5.7925e-09,1.8,1.8,1.8
5815,5.7935e-09,1.8,1.8,1.8
5816,5.7945e-09,1.8,1.8,1.8
5817,5.7955e-09,1.8,1.8,1.8
5818,5.7965e-09,1.8,1.8,1.8
5819,5.7975e-09,1.8,1.8,1.8
5820,5.7985e-09,1.8,1.8,1.8
5821,5.7995e-09,1.8,1.8,1.8
5822,5.8005e-09,1.8,1.8,1.8
5823,5.8015e-09,1.8,1.8,1.8
5824,5.8025e-09,1.8,1.8,1.8
5825,5.8035e-09,1.8,1.8,1.8
5826,5.8045e-09,1.8,1.8,1.8
5827,5.8055e-09,1.8,1.8,1.8
5828,5.8065e-09,1.8,1.8,1.8
5829,5.8075e-09,1.8,1.8,1.8
5830,5.8085e-09,1.8,1.8,1.8
5831,5.8095e-09,1.8,1.8,1.8
5832,5.8105e-09,1.8,1.8,1.8
5833,5.8115e-09,1.8,1.8,1.8
5834,5.8125e-09,1.8,1.8,1.8
5835,5.8135e-09,1.8,1.8,1.8
5836,5.8145e-09,1.8,1.8,1.8
5837,5.8155e-09,1.8,1.8,1.8
5838,5.8165e-09,1.8,1.8,1.8
5839,5.8175e-09,1.8,1.8,1.8
5840,5.8185e-09,1.8,1.8,1.8
5841,5.8195e-09,1.8,1.8,1.8
5842,5.8205e-09,1.8,1.8,1.8
5843,5.8215e-09,1.8,1.8,1.8
5844,5.8225e-09,1.8,1.8,1.8
5845,5.8235e-09,1.8,1.8,1.8
5846,5.8245e-09,1.8,1.8,1.8
5847,5.8255e-09,1.8,1.8,1.8
5848,5.8265e-09,1.8,1.8,1.8
5849,5.8275e-09,1.8,1.8,1.8
5850,5.8285e-09,1.8,1.8,1.8
5851,5.8295e-09,1.8,1.8,1.8
5852,5.8305e-09,1.8,1.8,1.8
5853,5.8315e-09,1.8,1.8,1.8
5854,5.8325e-09,1.8,1.8,1.8
5855,5.8335e-09,1.8,1.8,1.8
5856,5.8345e-09,1.8,1.8,1.8
5857,5.8355e-09,1.8,1.8,1.8
5858,5.8365e-09,1.8,1.8,1.8
5859,5.8375e-09,1.8,1.8,1.8
5860,5.8385e-09,1.8,1.8,1.8
5861,5.8395e-09,1.8,1.8,1.8
5862,5.8405e-09,1.8,1.8,1.8
5863,5.8415e-09,1.8,1.8,1.8
5864,5.8425e-09,1.8,1.8,1.8
5865,5.8435e-09,1.8,1.8,1.8
5866,5.8445e-09,1.8,1.8,1.8
5867,5.8455e-09,1.8,1.8,1.8
5868,5.8465e-09,1.8,1.8,1.8
5869,5.8475e-09,1.8,1.8,1.8
5870,5.8485e-09,1.8,1.8,1.8
5871,5.8495e-09,1.8,1.8,1.8
5872,5.8505e-09,1.8,1.8,1.8
5873,5.8515e-09,1.8,1.8,1.8
5874,5.8525e-09,1.8,1.8,1.8
5875,5.8535e-09,1.8,1.8,1.8
5876,5.8545e-09,1.8,1.8,1.8
5877,5.8555e-09,1.8,1.8,1.8
5878,5.8565e-09,1.8,1.8,1.8
5879,5.8575e-09,1.8,1.8,1.8
5880,5.8585e-09,1.8,1.8,1.8
5881,5.8595e-09,1.8,1.8,1.8
5882,5.8605e-09,1.8,1.8,1.8
5883,5.8615e-09,1.8,1.8,1.8
5884,5.8625e-09,1.8,1.8,1.8
5885,5.8635e-09,1.8,1.8,1.8
5886,5.8645e-09,1.8,1.8,1.8
5887,5.8655e-09,1.8,1.8,1.8
5888,5.8665e-09,1.8,1.8,1.8
5889,5.8675e-09,1.8,1.8,1.8
5890,5.8685e-09,1.8,1.8,1.8
5891,5.8695e-09,1.8,1.8,1.8
5892,5.8705e-09,1.8,1.8,1.8
5893,5.8715e-09,1.8,1.8,1.8
5894,5.8725e-09,1.8,1.8,1.8
5895,5.8735e-09,1.8,1.8,1.8
5896,5.8745e-09,1.8,1.8,1.8
5897,5.8755e-09,1.8,1.8,1.8
5898,5.8765e-09,1.8,1.8,1.8
5899,5.8775e-09,1.8,1.8,1.8
5900,5.8785e-09,1.8,1.8,1.8
5901,5.8795e-09,1.8,1.8,1.8
5902,5.8805e-09,1.8,1.8,1.8
5903,5.8815e-09,1.8,1.8,1.8
5904,5.8825e-09,1.8,1.8,1.8
5905,5.8835e-09,1.8,1.8,1.8
5906,5.8845e-09,1.8,1.8,1.8
5907,5.8855e-09,1.8,1.8,1.8
5908,5.8865e-09,1.8,1.8,1.8
5909,5.8875e-09,1.8,1.8,1.8
5910,5.8885e-09,1.8,1.8,1.8
5911,5.8895e-09,1.8,1.8,1.8
5912,5.8905e-09,1.8,1.8,1.8
5913,5.8915e-09,1.8,1.8,1.8
5914,5.8925e-09,1.8,1.8,1.8
5915,5.8935e-09,1.8,1.8,1.8
5916,5.8945e-09,1.8,1.8,1.8
5917,5.8955e-09,1.8,1.8,1.8
5918,5.8965e-09,1.8,1.8,1.8
5919,5.8975e-09,1.8,1.8,1.8
5920,5.8985e-09,1.8,1.8,1.8
5921,5.8995e-09,1.8,1.8,1.8
5922,5.9005e-09,1.8,1.8,1.8
5923,5.9015e-09,1.8,1.8,1.8
5924,5.9025e-09,1.8,1.8,1.8
5925,5.9035e-09,1.8,1.8,1.8
5926,5.9045e-09,1.8,1.8,1.8
5927,5.9055e-09,1.8,1.8,1.8
5928,5.9065e-09,1.8,1.8,1.8
5929,5.9075e-09,1.8,1.8,1.8
5930,5.9085e-09,1.8,1.8,1.8
5931,5.9095e-09,1.8,1.8,1.8
5932,5.9105e-09,1.8,1.8,1.8
5933,5.9115e-09,1.8,1.8,1.8
5934,5.9125e-09,1.8,1.8,1.8
5935,5.9135e-09,1.8,1.8,1.8
5936,5.9145e-09,1.8,1.8,1.8
5937,5.9155e-09,1.8,1.8,1.8
5938,5.9165e-09,1.8,1.8,1.8
5939,5.9175e-09,1.8,1.8,1.8
5940,5.9185e-09,1.8,1.8,1.8
5941,5.9195e-09,1.8,1.8,1.8
5942,5.9205e-09,1.8,1.8,1.8
5943,5.9215e-09,1.8,1.8,1.8
5944,5.9225e-09,1.8,1.8,1.8
5945,5.9235e-09,1.8,1.8,1.8
5946,5.9245e-09,1.8,1.8,1.8
5947,5.9255e-09,1.8,1.8,1.8
5948,5.9265e-09,1.8,1.8,1.8
5949,5.9275e-09,1.8,1.8,1.8
5950,5.9285e-09,1.8,1.8,1.8
5951,5.9295e-09,1.8,1.8,1.8
5952,5.9305e-09,1.8,1.8,1.8
5953,5.9315e-09,1.8,1.8,1.8
5954,5.9325e-09,1.8,1.8,1.8
5955,5.9335e-09,1.8,1.8,1.8
5956,5.9345e-09,1.8,1.8,1.8
5957,5.9355e-09,1.8,1.8,1.8
5958,5.9365e-09,1.8,1.8,1.8
5959,5.9375e-09,1.8,1.8,1.8
5960,5.9385e-09,1.8,1.8,1.8
5961,5.9395e-09,1.8,1.8,1.8
5962,5.9405e-09,1.8,1.8,1.8
5963,5.9415e-09,1.8,1.8,1.8
5964,5.9425e-09,1.8,1.8,1.8
5965,5.9435e-09,1.8,1.8,1.8
5966,5.9445e-09,1.8,1.8,1.8
5967,5.9455e-09,1.8,1.8,1.8
5968,5.9465e-09,1.8,1.8,1.8
5969,5.9475e-09,1.8,1.8,1.8
5970,5.9485e-09,1.8,1.8,1.8
5971,5.9495e-09,1.8,1.8,1.8
5972,5.9505e-09,1.8,1.8,1.8
5973,5.9515e-09,1.8,1.8,1.8
5974,5.9525e-09,1.8,1.8,1.8
5975,5.9535e-09,1.8,1.8,1.8
5976,5.9545e-09,1.8,1.8,1.8
5977,5.9555e-09,1.8,1.8,1.8
5978,5.9565e-09,1.8,1.8,1.8
5979,5.9575e-09,1.8,1.8,1.8
5980,5.9585e-09,1.8,1.8,1.8
5981,5.9595e-09,1.8,1.8,1.8
5982,5.9605e-09,1.8,1.8,1.8
5983,5.9615e-09,1.8,1.8,1.8
5984,5.9625e-09,1.8,1.8,1.8
5985,5.9635e-09,1.8,1.8,1.8
5986,5.9645e-09,1.8,1.8,1.8
5987,5.9655e-09,1.8,1.8,1.8
5988,5.9665e-09,1.8,1.8,1.8
5989,5.9675e-09,1.8,1.8,1.8
5990,5.9685e-09,1.8,1.8,1.8
5991,5.9695e-09,1.8,1.8,1.8
5992,5.9705e-09,1.8,1.8,1.8
5993,5.9715e-09,1.8,1.8,1.8
5994,5.9725e-09,1.8,1.8,1.8
5995,5.9735e-09,1.8,1.8,1.8
5996,5.9745e-09,1.8,1.8,1.8
5997,5.9755e-09,1.8,1.8,1.8
5998,5.9765e-09,1.8,1.8,1.8
5999,5.9775e-09,1.8,1.8,1.8
6000,5.9785e-09,1.8,1.8,1.8
6001,5.9795e-09,1.8,1.8,1.8
6002,5.9805e-09,1.8,1.8,1.8
6003,5.9815e-09,1.8,1.8,1.8
6004,5.9825e-09,1.8,1.8,1.8
6005,5.9835e-09,1.8,1.8,1.8
6006,5.9845e-09,1.8,1.8,1.8
6007,5.9855e-09,1.8,1.8,1.8
6008,5.9865e-09,1.8,1.8,1.8
6009,5.9875e-09,1.8,1.8,1.8
6010,5.9885e-09,1.8,1.8,1.8
6011,5.9895e-09,1.8,1.8,1.8
6012,5.9905e-09,1.8,1.8,1.8
6013,5.9915e-09,1.8,1.8,1.8
6014,5.9925e-09,1.8,1.8,1.8
6015,5.9935e-09,1.8,1.8,1.8
6016,5.9945e-09,1.8,1.8,1.8
6017,5.9955e-09,1.8,1.8,1.8
6018,5.9965e-09,1.8,1.8,1.8
6019,5.9975e-09,1.8,1.8,1.8
6020,5.9985e-09,1.8,1.8,1.8
6021,5.9995e-09,1.8,1.8,1.8
6022,6.0005e-09,1.8,1.8,1.8
6023,6.0015e-09,1.8,1.8,1.8
6024,6.0025e-09,1.8,1.8,1.8
6025,6.0035e-09,1.8,1.8,1.8
6026,6.0045e-09,1.8,1.8,1.8
6027,6.0055e-09,1.8,1.8,1.8
6028,6.0065e-09,1.8,1.8,1.8
6029,6.0075e-09,1.8,1.8,1.8
6030,6.0085e-09,1.8,1.8,1.8
6031,6.0095e-09,1.8,1.8,1.8
6032,6.0105e-09,1.8,1.8,1.8
6033,6.0115e-09,1.8,1.8,1.8
6034,6.0125e-09,1.8,1.8,1.8
6035,6.0135e-09,1.8,1.8,1.8
6036,6.0145e-09,1.8,1.8,1.8
6037,6.0155e-09,1.8,1.8,1.8
6038,6.0165e-09,1.8,1.8,1.8
6039,6.0175e-09,1.8,1.8,1.8
6040,6.0185e-09,1.8,1.8,1.8
6041,6.0195e-09,1.8,1.8,1.8
6042,6.0205e-09,1.8,1.8,1.8
6043,6.0215e-09,1.8,1.8,1.8
6044,6.0225e-09,1.8,1.8,1.8
6045,6.0235e-09,1.8,1.8,1.8
6046,6.0245e-09,1.8,1.8,1.8
6047,6.0255e-09,1.8,1.8,1.8
6048,6.0265e-09,1.8,1.8,1.8
6049,6.0275e-09,1.8,1.8,1.8
6050,6.0285e-09,1.8,1.8,1.8
6051,6.0295e-09,1.8,1.8,1.8
6052,6.0305e-09,1.8,1.8,1.8
6053,6.0315e-09,1.8,1.8,1.8
6054,6.0325e-09,1.8,1.8,1.8
6055,6.0335e-09,1.8,1.8,1.8
6056,6.0345e-09,1.8,1.8,1.8
6057,6.0355e-09,1.8,1.8,1.8
6058,6.0365e-09,1.8,1.8,1.8
6059,6.0375e-09,1.8,1.8,1.8
6060,6.0385e-09,1.8,1.8,1.8
6061,6.0395e-09,1.8,1.8,1.8
6062,6.0405e-09,1.8,1.8,1.8
6063,6.0415e-09,1.8,1.8,1.8
6064,6.0425e-09,1.8,1.8,1.8
6065,6.0435e-09,1.8,1.8,1.8
6066,6.0445e-09,1.8,1.8,1.8
6067,6.0455e-09,1.8,1.8,1.8
6068,6.0465e-09,1.8,1.8,1.8
6069,6.0475e-09,1.8,1.8,1.8
6070,6.0485e-09,1.8,1.8,1.8
6071,6.0495e-09,1.8,1.8,1.8
6072,6.0505e-09,1.8,1.8,1.8
6073,6.0515e-09,1.8,1.8,1.8
6074,6.0525e-09,1.8,1.8,1.8
6075,6.0535e-09,1.8,1.8,1.8
6076,6.0545e-09,1.8,1.8,1.8
6077,6.0555e-09,1.8,1.8,1.8
6078,6.0565e-09,1.8,1.8,1.8
6079,6.0575e-09,1.8,1.8,1.8
6080,6.0585e-09,1.8,1.8,1.8
6081,6.0595e-09,1.8,1.8,1.8
6082,6.0605e-09,1.8,1.8,1.8
6083,6.0615e-09,1.8,1.8,1.8
6084,6.0625e-09,1.8,1.8,1.8
6085,6.0635e-09,1.8,1.8,1.8
6086,6.0645e-09,1.8,1.8,1.8
6087,6.0655e-09,1.8,1.8,1.8
6088,6.0665e-09,1.8,1.8,1.8
6089,6.0675e-09,1.8,1.8,1.8
6090,6.0685e-09,1.8,1.8,1.8
6091,6.0695e-09,1.8,1.8,1.8
6092,6.0705e-09,1.8,1.8,1.8
6093,6.0715e-09,1.8,1.8,1.8
6094,6.0725e-09,1.8,1.8,1.8
6095,6.0735e-09,1.8,1.8,1.8
6096,6.0745e-09,1.8,1.8,1.8
6097,6.0755e-09,1.8,1.8,1.8
6098,6.0765e-09,1.8,1.8,1.8
6099,6.0775e-09,1.8,1.8,1.8
6100,6.0785e-09,1.8,1.8,1.8
6101,6.0795e-09,1.8,1.8,1.8
6102,6.0805e-09,1.8,1.8,1.8
6103,6.0815e-09,1.8,1.8,1.8
6104,6.0825e-09,1.8,1.8,1.8
6105,6.0835e-09,1.8,1.8,1.8
6106,6.0845e-09,1.8,1.8,1.8
6107,6.0855e-09,1.8,1.8,1.8
6108,6.0865e-09,1.8,1.8,1.8
6109,6.0875e-09,1.8,1.8,1.8
6110,6.0885e-09,1.8,1.8,1.8
6111,6.0895e-09,1.8,1.8,1.8
6112,6.0905e-09,1.8,1.8,1.8
6113,6.0915e-09,1.8,1.8,1.8
6114,6.0925e-09,1.8,1.8,1.8
6115,6.0935e-09,1.8,1.8,1.8
6116,6.0945e-09,1.8,1.8,1.8
6117,6.0955e-09,1.8,1.8,1.8
6118,6.0965e-09,1.8,1.8,1.8
6119,6.0975e-09,1.8,1.8,1.8
6120,6.0985e-09,1.8,1.8,1.8
6121,6.0995e-09,1.8,1.8,1.8
6122,6.1005e-09,1.8,1.8,1.8
6123,6.1015e-09,1.8,1.8,1.8
6124,6.1025e-09,1.8,1.8,1.8
6125,6.1035e-09,1.8,1.8,1.8
6126,6.1045e-09,1.8,1.8,1.8
6127,6.1055e-09,1.8,1.8,1.8
6128,6.1065e-09,1.8,1.8,1.8
6129,6.1075e-09,1.8,1.8,1.8
6130,6.1085e-09,1.8,1.8,1.8
6131,6.1095e-09,1.8,1.8,1.8
6132,6.1105e-09,1.8,1.8,1.8
6133,6.1115e-09,1.8,1.8,1.8
6134,6.1125e-09,1.8,1.8,1.8
6135,6.1135e-09,1.8,1.8,1.8
6136,6.1145e-09,1.8,1.8,1.8
6137,6.1155e-09,1.8,1.8,1.8
6138,6.1165e-09,1.8,1.8,1.8
6139,6.1175e-09,1.8,1.8,1.8
6140,6.1185e-09,1.8,1.8,1.8
6141,6.1195e-09,1.8,1.8,1.8
6142,6.1205e-09,1.8,1.8,1.8
6143,6.1215e-09,1.8,1.8,1.8
6144,6.1225e-09,1.8,1.8,1.8
6145,6.1235e-09,1.8,1.8,1.8
6146,6.1245e-09,1.8,1.8,1.8
6147,6.1255e-09,1.8,1.8,1.8
6148,6.1265e-09,1.8,1.8,1.8
6149,6.1275e-09,1.8,1.8,1.8
6150,6.1285e-09,1.8,1.8,1.8
6151,6.1295e-09,1.8,1.8,1.8
6152,6.1305e-09,1.8,1.8,1.8
6153,6.1315e-09,1.8,1.8,1.8
6154,6.1325e-09,1.8,1.8,1.8
6155,6.1335e-09,1.8,1.8,1.8
6156,6.1345e-09,1.8,1.8,1.8
6157,6.1355e-09,1.8,1.8,1.8
6158,6.1365e-09,1.8,1.8,1.8
6159,6.1375e-09,1.8,1.8,1.8
6160,6.1385e-09,1.8,1.8,1.8
6161,6.1395e-09,1.8,1.8,1.8
6162,6.1405e-09,1.8,1.8,1.8
6163,6.1415e-09,1.8,1.8,1.8
6164,6.1425e-09,1.8,1.8,1.8
6165,6.1435e-09,1.8,1.8,1.8
6166,6.1445e-09,1.8,1.8,1.8
6167,6.1455e-09,1.8,1.8,1.8
6168,6.1465e-09,1.8,1.8,1.8
6169,6.1475e-09,1.8,1.8,1.8
6170,6.1485e-09,1.8,1.8,1.8
6171,6.1495e-09,1.8,1.8,1.8
6172,6.1505e-09,1.8,1.8,1.8
6173,6.1515e-09,1.8,1.8,1.8
6174,6.1525e-09,1.8,1.8,1.8
6175,6.1535e-09,1.8,1.8,1.8
6176,6.1545e-09,1.8,1.8,1.8
6177,6.1555e-09,1.8,1.8,1.8
6178,6.1565e-09,1.8,1.8,1.8
6179,6.1575e-09,1.8,1.8,1.8
6180,6.1585e-09,1.8,1.8,1.8
6181,6.1595e-09,1.8,1.8,1.8
6182,6.1605e-09,1.8,1.8,1.8
6183,6.1615e-09,1.8,1.8,1.8
6184,6.1625e-09,1.8,1.8,1.8
6185,6.1635e-09,1.8,1.8,1.8
6186,6.1645e-09,1.8,1.8,1.8
6187,6.1655e-09,1.8,1.8,1.8
6188,6.1665e-09,1.8,1.8,1.8
6189,6.1675e-09,1.8,1.8,1.8
6190,6.1685e-09,1.8,1.8,1.8
6191,6.1695e-09,1.8,1.8,1.8
6192,6.1705e-09,1.8,1.8,1.8
6193,6.1715e-09,1.8,1.8,1.8
6194,6.1725e-09,1.8,1.8,1.8
